sort,expMetricId,MetricTab,MetricGroup,MetricName,VivaceName,ControlPopulation,ControlAverage,ControlStandardDeviation,TreatmentPopulation,TreatmentAverage,TreatmentStandardDeviation,AbsoluteObservedDelta,RelativeObservedDelta,AbsoluteMimimumDetectableAt80Power,RelativeMinimumDetectableAt80Power,ImpactOnTreatmentPopulation,ImpactType,pValue
1161,TEMPLATE_Clicks_PDP_9p4z4tw66lpv,Experiment Specific Metrics,Install Clicks,The Gardens Between InstallButton Clicks,TEMPLATE_Clicks_PDP_9p4z4tw66lpv,134747,1.48E-05,0.0038526,135307,0,0,-1.48E-05,-1,2.94E-05,1.98101254,3.97849101,Observable but not Detected,0.15729998
1162,TEMPLATE_Clicks_PDP_9n5p2152rbpm,Experiment Specific Metrics,Install Clicks,Blazing Chrome InstallButton Clicks,TEMPLATE_Clicks_PDP_9n5p2152rbpm,134747,0,0,135307,0,0,0,NaN,0,null,0,Observable but not Detected,1
1163,TEMPLATE_Clicks_PDP_9nblggh52xc6,Experiment Specific Metrics,Install Clicks,ARK Survival Evolved InstallButton Clicks,TEMPLATE_Clicks_PDP_9nblggh52xc6,134747,0.00625617,0.62602373,135307,0.00315579,0.2202156,-0.0031004,-0.4955721,0.00506372,0.8093955,685.156088,Observable but not Detected,0.08628502
1164,TEMPLATE_Clicks_PDP_9n80l1ctz86w,Experiment Specific Metrics,Install Clicks,Munchkin Quacked Quest InstallButton Clicks,TEMPLATE_Clicks_PDP_9n80l1ctz86w,134747,0,0,135307,1.48E-05,0.00384462,1.48E-05,Infinity,2.93E-05,null,3.96202514,Observable but not Detected,0.15729997
1165,TEMPLATE_Clicks_PDP_9pgb72nfg5jn,Experiment Specific Metrics,Install Clicks,Overcooked 2 InstallButton Clicks,TEMPLATE_Clicks_PDP_9pgb72nfg5jn,134747,2.23E-05,0.00471843,135307,2.22E-05,0.00470866,-9.21E-08,-0.0041387,5.08E-05,2.28273909,6.87667803,Observable but not Detected,0.99594722
1166,TEMPLATE_Clicks_PDP_9p45llrndp1r,Experiment Specific Metrics,Install Clicks,SteamWorld Dig 2 InstallButton Clicks,TEMPLATE_Clicks_PDP_9p45llrndp1r,134747,0,0,135307,0,0,0,NaN,0,null,0,Observable but not Detected,1
1167,TEMPLATE_PDPClicks_BTC0L0BW6LWC,Experiment Specific Metrics,Exp 4068 Post Launch editions page MK 11 Aftermath,MK 11: Standard Edition PDP Clicks,TEMPLATE_PDPClicks_BTC0L0BW6LWC,134747,2.23E-05,0.0060915,135307,7.39E-06,0.00271857,-1.49E-05,-0.6680462,5.09E-05,2.28590391,6.88621196,Observable but not Detected,0.41292895
1168,TEMPLATE_PDPViews_BTC0L0BW6LWC,Experiment Specific Metrics,Exp 4068 Post Launch editions page MK 11 Aftermath,MK 11: Standard Edition PDP Page Views,TEMPLATE_PDPViews_BTC0L0BW6LWC,134747,1.48E-05,0.0038526,135307,7.39E-06,0.00271857,-7.45E-06,-0.5020694,3.60E-05,2.42289537,4.86592955,Observable but not Detected,0.56155038
1169,TEMPLATE_PDPClicks_9NT9308XX0V9,Experiment Specific Metrics,Exp 4068 Post Launch editions page MK 11 Aftermath,MK 11: Aftermath PDP Clicks,TEMPLATE_PDPClicks_9NT9308XX0V9,134747,0,0,135307,0,0,0,NaN,0,null,0,Observable but not Detected,1
1170,TEMPLATE_PDPViews_9NT9308XX0V9,Experiment Specific Metrics,Exp 4068 Post Launch editions page MK 11 Aftermath,MK 11: Aftermath PDP Page Views,TEMPLATE_PDPViews_9NT9308XX0V9,134747,0,0,135307,0,0,0,NaN,0,null,0,Observable but not Detected,1
1171,TEMPLATE_PDPClicks_9MTKL0NFRVS3,Experiment Specific Metrics,Exp 4068 Post Launch editions page MK 11 Aftermath,MK 11: Aftermath plus Kombat Pack Bundle PDP Clicks,TEMPLATE_PDPClicks_9MTKL0NFRVS3,134747,0,0,135307,0,0,0,NaN,0,null,0,Observable but not Detected,1
1172,TEMPLATE_PDPViews_9MTKL0NFRVS3,Experiment Specific Metrics,Exp 4068 Post Launch editions page MK 11 Aftermath,MK 11: Aftermath plus Kombat Pack Bundle PDP Page Views,TEMPLATE_PDPViews_9MTKL0NFRVS3,134747,0,0,135307,0,0,0,NaN,0,null,0,Observable but not Detected,1
1173,TEMPLATE_PDPClicks_9PC83VCTDKPF,Experiment Specific Metrics,Exp 4068 Post Launch editions page MK 11 Aftermath,MK 11: Aftermath Kollection PDP Clicks,TEMPLATE_PDPClicks_9PC83VCTDKPF,134747,0,0,135307,0,0,0,NaN,0,null,0,Observable but not Detected,1
1174,TEMPLATE_PDPViews_9PC83VCTDKPF,Experiment Specific Metrics,Exp 4068 Post Launch editions page MK 11 Aftermath,MK 11: Aftermath Kollection PDP Page Views,TEMPLATE_PDPViews_9PC83VCTDKPF,134747,0,0,135307,0,0,0,NaN,0,null,0,Observable but not Detected,1
1175,TEMPLATE_PDPClicks_9NJDD0JGPP2Q,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Age of Empires II Definitive Edition PDP Clicks,TEMPLATE_PDPClicks_9NJDD0JGPP2Q,134747,0.00913564,0.37129174,135307,0.00760493,0.28371274,-0.0015307,-0.1675538,0.00356361,0.39007745,482.18096,Observable but not Detected,0.22882556
1176,TEMPLATE_PDPViews_9NJDD0JGPP2Q,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Age of Empires II Definitive Edition PDP Page Views,TEMPLATE_PDPViews_9NJDD0JGPP2Q,134747,0.00304274,0.09997374,135307,0.00271974,0.0878819,-0.000323,-0.1061538,0.00101498,0.33357577,137.334458,Observable but not Detected,0.37263593
1177,TEMPLATE_PDPClicks_9NX6XGVJ0J3D,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Bleeding Edge PDP Clicks,TEMPLATE_PDPClicks_9NX6XGVJ0J3D,134747,0.00025975,0.04031393,135307,0.00016998,0.02225185,-8.98E-05,-0.3455769,0.00035127,1.3523526,47.5290511,Observable but not Detected,0.47404757
1178,TEMPLATE_PDPViews_9NX6XGVJ0J3D,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Bleeding Edge PDP Page Views,TEMPLATE_PDPViews_9NX6XGVJ0J3D,134747,8.91E-05,0.01218275,135307,8.13E-05,0.00901613,-7.76E-06,-0.0871272,0.00011559,1.29793784,15.6399838,Observable but not Detected,0.85082735
1179,TEMPLATE_PDPClicks_9N8CD0XZKLP4,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Ori Will of the Whisps PDP Clicks,TEMPLATE_PDPClicks_9N8CD0XZKLP4,134747,0.00097219,0.06831615,135307,0.00135248,0.10876861,0.00038029,0.39116497,0.00097884,1.00683534,132.443578,Observable but not Detected,0.27640112
1180,TEMPLATE_PDPViews_9N8CD0XZKLP4,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Ori Will of the Whisps PDP Page Views,TEMPLATE_PDPViews_9N8CD0XZKLP4,134747,0.00043786,0.02598371,135307,0.00048778,0.0292759,4.99E-05,0.11401429,0.0002984,0.68150683,40.3760089,Observable but not Detected,0.63928604
1181,TEMPLATE_PDPClicks_9NTM9HXNLSZX,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Halo Master Chief Collection PDP Clicks,TEMPLATE_PDPClicks_9NTM9HXNLSZX,134747,0.0077998,0.34367084,135307,0.00878003,0.3160053,0.00098023,0.12567382,0.00355983,0.45640029,481.670209,Observable but not Detected,0.44044625
1182,TEMPLATE_PDPViews_9NTM9HXNLSZX,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Halo Master Chief Collection PDP Page Views,TEMPLATE_PDPViews_9NTM9HXNLSZX,134747,0.002924,0.1043361,135307,0.00301537,0.08548483,9.14E-05,0.0312472,0.00102859,0.35177595,139.175736,Observable but not Detected,0.80347209
1183,TEMPLATE_PDPClicks_9P2N57MC619K,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Sea of Thieves PDP Clicks,TEMPLATE_PDPClicks_9P2N57MC619K,134747,0.04042391,0.99232958,135307,0.03832765,1.22968987,-0.0020963,-0.0518567,0.0120447,0.29795984,1629.73226,Observable but not Detected,0.62584367
1184,TEMPLATE_PDPViews_9P2N57MC619K,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Sea of Thieves PDP Page Views,TEMPLATE_PDPViews_9P2N57MC619K,134747,0.0138556,0.2475764,135307,0.0127414,0.21051038,-0.0011142,-0.0804152,0.00247809,0.17885104,335.30262,Observable but not Detected,0.20779611
1185,TEMPLATE_PDPClicks_9P782CPDP16K,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,FH4/FH3 Ultimate PDP Clicks,TEMPLATE_PDPClicks_9P782CPDP16K,134747,0,0,135307,0,0,0,NaN,0,null,0,Observable but not Detected,1
1186,TEMPLATE_PDPViews_9P782CPDP16K,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,FH4/FH3 Ultimate PDP Page Views,TEMPLATE_PDPViews_9P782CPDP16K,134747,0,0,135307,0,0,0,NaN,0,null,0,Observable but not Detected,1
1187,TEMPLATE_PDPClicks_9P513P4MWC71,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Forza Horizon 4 Ultimate PDP Clicks,TEMPLATE_PDPClicks_9P513P4MWC71,134747,0.01272013,0.41385004,135307,0.01471469,0.64318142,0.00199455,0.15680267,0.00582866,0.45822312,788.658469,Observable but not Detected,0.33771361
1188,TEMPLATE_PDPViews_9P513P4MWC71,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Forza Horizon 4 Ultimate PDP Page Views,TEMPLATE_PDPViews_9P513P4MWC71,134747,0.00401493,0.10012489,135307,0.00452305,0.11940807,0.00050812,0.12655655,0.00118787,0.29586356,160.727395,Observable but not Detected,0.23076759
1189,TEMPLATE_PDPClicks_9NV34NLCLG81,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Forza Motorsport 7 Ultimate PDP Clicks,TEMPLATE_PDPClicks_9NV34NLCLG81,134747,0.00103156,0.11611876,135307,0.0011012,0.1249018,6.96E-05,0.06750596,0.00130014,1.26035606,175.917569,Observable but not Detected,0.88072073
1190,TEMPLATE_PDPViews_9NV34NLCLG81,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Forza Motorsport 7 Ultimate PDP Page Views,TEMPLATE_PDPViews_9NV34NLCLG81,134747,0.00026717,0.02584283,135307,0.00028823,0.02506237,2.11E-05,0.0788497,0.00027448,1.02736108,37.1387063,Observable but not Detected,0.82975114
1191,TEMPLATE_PDPClicks_9NJRX71M5X9P,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Cuphead PDP Clicks,TEMPLATE_PDPClicks_9NJRX71M5X9P,134747,0.00138036,0.08750399,135307,0.00189938,0.2182072,0.00051902,0.37600185,0.0017911,1.29755213,242.34771,Observable but not Detected,0.41688608
1192,TEMPLATE_PDPViews_9NJRX71M5X9P,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Cuphead PDP Page Views,TEMPLATE_PDPViews_9NJRX71M5X9P,134747,0.0005566,0.03234352,135307,0.00057647,0.03564913,1.99E-05,0.03569571,0.00036695,0.65927748,49.6513049,Observable but not Detected,0.87943301
1193,TEMPLATE_PDPClicks_9NDDH3R9DF40,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Hello Neighbor PDP Clicks,TEMPLATE_PDPClicks_9NDDH3R9DF40,134747,0.00945476,0.29988637,135307,0.00951909,0.31010527,6.43E-05,0.00680479,0.00328889,0.3478555,445.00968,Observable but not Detected,0.95629388
1194,TEMPLATE_PDPViews_9NDDH3R9DF40,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Hello Neighbor PDP Page Views,TEMPLATE_PDPViews_9NDDH3R9DF40,134747,0.00445279,0.11903711,135307,0.00442697,0.09848408,-2.58E-05,-0.0057985,0.00117814,0.26458381,159.410041,Observable but not Detected,0.95104202
1195,TEMPLATE_PDPClicks_9NBLGGH43KZB,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Astroneer PDP Clicks,TEMPLATE_PDPClicks_9NBLGGH43KZB,134747,0.00285721,0.16088815,135307,0.0033849,0.20154991,0.00052769,0.18468691,0.00196576,0.68799914,265.980493,Observable but not Detected,0.45201613
1196,TEMPLATE_PDPViews_9NBLGGH43KZB,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Astroneer PDP Page Views,TEMPLATE_PDPViews_9NBLGGH43KZB,134747,0.00104641,0.04331872,135307,0.00124901,0.05483098,0.00020261,0.19362095,0.00053264,0.50901584,72.0695101,Observable but not Detected,0.28657147
1197,TEMPLATE_PDPClicks_9NS84HCWZD8B,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Rise of Nations PDP Clicks,TEMPLATE_PDPClicks_9NS84HCWZD8B,134747,0.00128389,0.13050056,135307,0.00110859,0.0985398,-0.0001753,-0.1365365,0.0012471,0.97134916,168.741782,Observable but not Detected,0.69372807
1198,TEMPLATE_PDPViews_9NS84HCWZD8B,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Rise of Nations PDP Page Views,TEMPLATE_PDPViews_9NS84HCWZD8B,134747,0.00034138,0.02882841,135307,0.00029562,0.02034181,-4.58E-05,-0.1340337,0.0002691,0.78825724,36.4105266,Observable but not Detected,0.633807
1199,TEMPLATE_PDPClicks_9NHFVWX1V7QJ,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Deep Rock Galactic PDP Clicks,TEMPLATE_PDPClicks_9NHFVWX1V7QJ,134747,0.00259004,0.15005716,135307,0.00297841,0.1930342,0.00038837,0.14994868,0.00186363,0.71953621,252.161767,Observable but not Detected,0.5593285
1200,TEMPLATE_PDPViews_9NHFVWX1V7QJ,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Deep Rock Galactic PDP Page Views,TEMPLATE_PDPViews_9NHFVWX1V7QJ,134747,0.00087572,0.04826534,135307,0.00107903,0.06801019,0.00020331,0.23216733,0.00063561,0.72582049,86.0027608,Observable but not Detected,0.37017905
1201,TEMPLATE_PDPClicks_9NBLGGH1Z6FB,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Ori and the Blind Forest DE PDP Clicks,TEMPLATE_PDPClicks_9NBLGGH1Z6FB,134747,0.0002078,0.0285711,135307,0.00069472,0.0909783,0.00048692,2.34324853,0.00072642,3.49581094,98.2895008,Observable but not Detected,0.06039559
1202,TEMPLATE_PDPViews_9NBLGGH1Z6FB,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Ori and the Blind Forest DE PDP Page Views,TEMPLATE_PDPViews_9NBLGGH1Z6FB,134747,8.91E-05,0.01089651,135307,0.00019955,0.02123182,0.00011049,1.24068784,0.00018184,2.04185874,24.6041349,Observable but not Detected,0.08869733
1203,TEMPLATE_PDPClicks_9PDV8FKWP3B4,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,MiddleEarth Shadow of War PDP Clicks,TEMPLATE_PDPClicks_9PDV8FKWP3B4,134747,0.00020038,0.02791422,135307,9.61E-05,0.01561673,-0.0001043,-0.5205112,0.000244,1.21770303,33.0146205,Observable but not Detected,0.23109477
1204,TEMPLATE_PDPViews_9PDV8FKWP3B4,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,MiddleEarth Shadow of War PDP Page Views,TEMPLATE_PDPViews_9PDV8FKWP3B4,134747,6.68E-05,0.00817238,135307,6.65E-05,0.01120878,-2.76E-07,-0.0041387,0.00010573,1.58293683,14.3056387,Observable but not Detected,0.99415555
1205,TEMPLATE_PDPClicks_9NBLGGH51BMC,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Killer Instinct DE PDP Clicks,TEMPLATE_PDPClicks_9NBLGGH51BMC,134747,0.00023006,0.03624265,135307,0.00011086,0.01513598,-0.0001192,-0.5181316,0.00029967,1.30256302,40.547268,Observable but not Detected,0.26510459
1206,TEMPLATE_PDPViews_9NBLGGH51BMC,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Killer Instinct DE PDP Page Views,TEMPLATE_PDPViews_9NBLGGH51BMC,134747,6.68E-05,0.00903497,135307,6.65E-05,0.00901625,-2.76E-07,-0.0041387,9.73E-05,1.45701398,13.1676231,Observable but not Detected,0.99365045
1207,TEMPLATE_PDPClicks_9NBLGGH6H0RV,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Quantum Break PDP Clicks,TEMPLATE_PDPClicks_9NBLGGH6H0RV,134747,0.00028201,0.03890861,135307,0.00033997,0.03747144,5.80E-05,0.20551627,0.00041186,1.46045685,55.7280038,Observable but not Detected,0.69340375
1208,TEMPLATE_PDPViews_9NBLGGH6H0RV,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Quantum Break PDP Page Views,TEMPLATE_PDPViews_9NBLGGH6H0RV,134747,0.0001039,0.01089638,135307,0.00016259,0.01488937,5.87E-05,0.56492484,0.00014063,1.35350419,19.0278098,Observable but not Detected,0.2422742
1209,TEMPLATE_PDPClicks_9NFQKM3LQNNX,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,RESIDENT EVIL 7 biohazard Gold Edition PDP Clicks,TEMPLATE_PDPClicks_9NFQKM3LQNNX,134747,8.91E-05,0.01588454,135307,0.00020694,0.03262226,0.00011788,1.32367628,0.00027646,3.10434417,37.4069475,Observable but not Detected,0.23225205
1210,TEMPLATE_PDPViews_9NFQKM3LQNNX,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,RESIDENT EVIL 7 biohazard Gold Edition PDP Page Views,TEMPLATE_PDPViews_9NFQKM3LQNNX,134747,5.94E-05,0.00943679,135307,7.39E-05,0.00941713,1.45E-05,0.24482658,0.00010164,1.71203007,13.7531613,Observable but not Detected,0.68868775
1211,TEMPLATE_PDPClicks_9MXWKHJ3VZZH,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Goat Simulator PDP Clicks,TEMPLATE_PDPClicks_9MXWKHJ3VZZH,134747,0.00248614,0.20207331,135307,0.00275669,0.16092435,0.00027055,0.10882463,0.00196996,0.79237536,266.548922,Observable but not Detected,0.70040889
1212,TEMPLATE_PDPViews_9MXWKHJ3VZZH,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Goat Simulator PDP Page Views,TEMPLATE_PDPViews_9MXWKHJ3VZZH,134747,0.00091282,0.04516684,135307,0.00121206,0.05084545,0.00029924,0.32781502,0.00051846,0.56797014,70.1506622,Observable but not Detected,0.10588175
1213,TEMPLATE_PDPClicks_9NFR88M2PSS6,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Kingdom Come Deliverance Royal Edition PDP Clicks,TEMPLATE_PDPClicks_9NFR88M2PSS6,134747,0.00026717,0.07470475,135307,8.87E-05,0.027724,-0.0001785,-0.6680462,0.000608,2.27572133,82.2664469,Observable but not Detected,0.41084161
1214,TEMPLATE_PDPViews_9NFR88M2PSS6,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Kingdom Come Deliverance Royal Edition PDP Page Views,TEMPLATE_PDPViews_9NFR88M2PSS6,134747,8.91E-05,0.02246431,135307,2.22E-05,0.00607888,-6.69E-05,-0.7510347,0.00017759,1.99415706,24.0293358,Observable but not Detected,0.2913692
1215,TEMPLATE_PDPClicks_9P8M6BX9WKVS,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Wolfenstein II The New Colossus Deluxe PDP Clicks,TEMPLATE_PDPClicks_9P8M6BX9WKVS,134747,5.19E-05,0.01415536,135307,7.39E-06,0.00271857,-4.46E-05,-0.8577341,0.00011,2.11748076,14.8839661,Observable but not Detected,0.25644161
1216,TEMPLATE_PDPViews_9P8M6BX9WKVS,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Wolfenstein II The New Colossus Deluxe PDP Page Views,TEMPLATE_PDPViews_9P8M6BX9WKVS,134747,2.97E-05,0.00667288,135307,1.48E-05,0.00384462,-1.49E-05,-0.5020694,5.87E-05,1.97896233,7.9487471,Observable but not Detected,0.47722659
1217,TEMPLATE_PDPClicks_9P2J7WHV0K4N,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,RAGE 2 PDP Clicks,TEMPLATE_PDPClicks_9P2J7WHV0K4N,134747,0.00053433,0.08126952,135307,0.00065776,0.07548352,0.00012343,0.23099517,0.00084572,1.58274479,114.431226,Observable but not Detected,0.68262807
1218,TEMPLATE_PDPViews_9P2J7WHV0K4N,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,RAGE 2 PDP Page Views,TEMPLATE_PDPViews_9P2J7WHV0K4N,134747,0.00016327,0.02213106,135307,0.00019955,0.02322667,3.63E-05,0.22219337,0.00024459,1.49806988,33.0945068,Observable but not Detected,0.67775396
1219,TEMPLATE_PDPClicks_9PHW1HL2ZXJK,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Marvel vs Capcom Infinite Deluxe Edition PDP Clicks,TEMPLATE_PDPClicks_9PHW1HL2ZXJK,134747,0,0,135307,5.91E-05,0.02174853,5.91E-05,Infinity,0.00016564,null,22.4126816,Observable but not Detected,0.3173123
1220,TEMPLATE_PDPViews_9PHW1HL2ZXJK,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Marvel vs Capcom Infinite Deluxe Edition PDP Page Views,TEMPLATE_PDPViews_9PHW1HL2ZXJK,134747,7.42E-06,0.00272421,135307,7.39E-06,0.00271857,-3.07E-08,-0.0041387,2.93E-05,3.95384937,3.97028132,Observable but not Detected,0.99766014
1221,TEMPLATE_PDPClicks_9NXR6469DM2P,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Crackdown 3 PDP Clicks,TEMPLATE_PDPClicks_9NXR6469DM2P,134747,0.00057144,0.05733533,135307,0.00052473,0.05836794,-4.67E-05,-0.0817383,0.00062378,1.09159807,84.4023707,Observable but not Detected,0.83383853
1222,TEMPLATE_PDPViews_9NXR6469DM2P,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Crackdown 3 PDP Page Views,TEMPLATE_PDPViews_9NXR6469DM2P,134747,0.00023006,0.01827317,135307,0.00016998,0.01463899,-6.01E-05,-0.2611352,0.00017855,0.77610971,24.1593903,Observable but not Detected,0.34586567
1223,TEMPLATE_PDPClicks_9PGB72NFG5JN,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Overcooked 2 PDP Clicks,TEMPLATE_PDPClicks_9PGB72NFG5JN,134747,0.00017069,0.02946644,135307,0.00029562,0.05114885,0.00012493,0.73193263,0.00044982,2.63529025,60.863574,Observable but not Detected,0.43649922
1224,TEMPLATE_PDPViews_9PGB72NFG5JN,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Overcooked 2 PDP Page Views,TEMPLATE_PDPViews_9PGB72NFG5JN,134747,0.00014843,0.02179325,135307,0.00016259,0.01843756,1.42E-05,0.09544739,0.00021768,1.46658584,29.4536175,Observable but not Detected,0.85532315
1225,TEMPLATE_PDPClicks_9PBC1QFBW563,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Prey PDP Clicks,TEMPLATE_PDPClicks_9PBC1QFBW563,134747,0.00016327,0.03200191,135307,0.00020694,0.05027486,4.37E-05,0.26745979,0.00045417,2.78174512,61.4527293,Observable but not Detected,0.78764723
1226,TEMPLATE_PDPViews_9PBC1QFBW563,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Prey PDP Page Views,TEMPLATE_PDPViews_9PBC1QFBW563,134747,5.19E-05,0.00817249,135307,5.91E-05,0.00768907,7.18E-06,0.13812716,8.56E-05,1.64693114,11.5764298,Observable but not Detected,0.81423427
1227,TEMPLATE_PDPClicks_9NNLBL0T2Z43,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Sunset Overdrive Standard PDP Clicks,TEMPLATE_PDPClicks_9NNLBL0T2Z43,134747,0.00043044,0.05211561,135307,0.00057647,0.06501632,0.00014603,0.3392617,0.00063515,1.47559134,85.9399809,Observable but not Detected,0.51949263
1228,TEMPLATE_PDPViews_9NNLBL0T2Z43,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Sunset Overdrive Standard PDP Page Views,TEMPLATE_PDPViews_9NNLBL0T2Z43,134747,0.00015585,0.01786322,135307,0.00022911,0.02123152,7.33E-05,0.47008091,0.00021151,1.35714588,28.618508,Observable but not Detected,0.33184901
1229,TEMPLATE_PDPClicks_9PHFTS44F99K,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Wolfenstein Youngblood PDP Clicks,TEMPLATE_PDPClicks_9PHFTS44F99K,134747,0.00021522,0.02737722,135307,0.00014042,0.02225206,-7.48E-05,-0.3475392,0.00026904,1.25006913,36.4026658,Observable but not Detected,0.43604793
1230,TEMPLATE_PDPViews_9PHFTS44F99K,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Wolfenstein Youngblood PDP Page Views,TEMPLATE_PDPViews_9PHFTS44F99K,134747,9.65E-05,0.01123183,135307,5.91E-05,0.00859669,-3.74E-05,-0.3871623,0.00010787,1.11805898,14.5951723,Observable but not Detected,0.33198013
1231,TEMPLATE_PDPClicks_9PLPXGK1GDQ1,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Darksiders III PDP Clicks,TEMPLATE_PDPClicks_9PLPXGK1GDQ1,134747,0.000141,0.02262863,135307,0.00011086,0.01740703,-3.02E-05,-0.2137937,0.00021772,1.54408078,29.4594598,Observable but not Detected,0.6980844
1232,TEMPLATE_PDPViews_9PLPXGK1GDQ1,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Darksiders III PDP Page Views,TEMPLATE_PDPViews_9PLPXGK1GDQ1,134747,5.19E-05,0.00720742,135307,4.43E-05,0.00665898,-7.61E-06,-0.1464046,7.48E-05,1.44025406,10.1236777,Observable but not Detected,0.77580786
1233,TEMPLATE_PDPClicks_9PLMGFWCFZ9G,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Super Luckys Tale PDP Clicks,TEMPLATE_PDPClicks_9PLMGFWCFZ9G,134747,0.00063823,0.11330739,135307,0.00064298,0.05811296,4.75E-06,0.00744105,0.00097146,1.52210729,131.445244,Observable but not Detected,0.98907256
1234,TEMPLATE_PDPViews_9PLMGFWCFZ9G,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Super Luckys Tale PDP Page Views,TEMPLATE_PDPViews_9PLMGFWCFZ9G,134747,0.00014843,0.01441445,135307,0.00020694,0.01585053,5.85E-05,0.39420577,0.00016333,1.10041055,22.0996757,Observable but not Detected,0.31555964
1235,TEMPLATE_PDPClicks_9NBLGGH43DHL,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Titan Quest PDP Clicks,TEMPLATE_PDPClicks_9NBLGGH43DHL,134747,7.42E-06,0.00272421,135307,8.13E-05,0.01941435,7.39E-05,9.9544739,0.00014932,20.1204164,20.2040356,Observable but not Detected,0.16572771
1236,TEMPLATE_PDPViews_9NBLGGH43DHL,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Titan Quest PDP Page Views,TEMPLATE_PDPViews_9NBLGGH43DHL,134747,7.42E-06,0.00272421,135307,3.70E-05,0.00607881,2.95E-05,3.97930632,5.08E-05,6.83871004,6.86713129,Observable but not Detected,0.10306398
1237,TEMPLATE_PDPClicks_9NBLGGH1Z6FQ,Experiment Specific Metrics,Exp 3669 Deals Unlocked Promo,Recore DE PDP Clicks,TEMPLATE_PDPClicks_9NBLGGH1Z6FQ,134747,0.00028201,0.03509798,135307,0.00048039,0.08330423,0.00019838,0.7034469,0.0006887,2.44210937,93.1858277,Observable but not Detected,0.41967128
